user_id,label,Account type,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Savings type,Length of current employment,Instalment per cent,Marital Status,Guarantors,Duration in Current address,Most valuable available asset,Age,Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
476633,1,1,36,4,2,5371,1,3,3,3,3,2,2,28,3,2,2,3,1,1,1
369576,1,2,6,2,3,1068,1,5,4,3,1,4,3,28,3,2,1,3,2,1,1
252569,1,4,48,4,3,3578,5,5,4,3,1,1,1,47,3,2,1,3,1,2,1
190611,0,2,12,2,0,685,1,4,2,4,1,3,3,25,1,2,1,2,1,1,1
596388,0,1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,1
251090,1,2,9,2,2,2030,5,4,2,3,1,1,3,24,3,2,1,3,1,2,1
515978,1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1
376001,0,2,15,0,0,1778,1,2,2,2,1,1,1,26,3,1,2,1,1,1,1
220416,0,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1
734202,1,4,15,3,2,960,4,4,3,2,1,2,2,30,3,2,2,3,1,1,1
54472,1,4,6,0,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,2
106380,1,4,27,4,2,4526,4,2,4,3,1,2,1,32,2,2,2,2,2,2,1
112508,0,1,36,2,0,9271,1,4,2,3,1,1,3,24,3,2,1,3,1,2,1
218453,1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,1
566963,1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,1
623342,1,4,24,2,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,1,1
646707,0,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1
727117,1,4,24,2,9,1258,1,4,4,3,1,1,1,25,3,2,1,3,1,2,1
173615,1,2,21,4,9,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,1,1
199235,0,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,2,1
739160,0,2,48,2,2,9960,1,2,1,2,1,2,3,26,1,2,1,3,1,2,1
29269,1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,1
615476,1,4,12,2,1,1413,4,4,3,3,1,2,2,55,3,2,1,3,1,1,2
405664,0,2,21,2,9,2767,2,5,4,1,1,2,3,61,3,1,2,2,1,1,1
521450,1,2,24,2,3,5084,5,5,2,2,1,4,3,42,3,2,1,3,1,2,1
451258,1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,1
90972,1,4,36,0,5,2613,1,3,4,3,1,2,3,27,3,2,2,3,1,1,1
775642,1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,1
371203,0,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1
282461,1,4,12,2,3,3077,1,3,2,3,1,4,3,52,3,2,1,3,1,2,1
386518,1,4,9,4,3,3074,5,3,1,3,1,2,1,33,3,2,2,3,2,1,1
647889,0,1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1
710942,1,1,6,4,0,3676,1,3,1,3,1,3,1,37,3,1,3,3,2,1,1
395821,1,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1
210264,1,1,6,2,2,428,1,5,2,2,1,1,2,49,1,2,1,3,1,2,1
523578,1,3,15,2,6,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,2,1
293049,0,3,15,4,3,1271,5,3,3,3,1,4,4,39,3,3,2,3,1,2,1
86381,0,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,1,1,1
222103,0,2,48,1,9,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,1,1
335820,1,2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,1
612626,1,4,24,4,3,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,2,1
172158,1,4,15,2,0,3556,5,3,3,3,1,2,4,29,3,2,1,3,1,1,1
82178,1,1,6,4,0,860,1,5,1,2,1,4,4,39,3,2,2,3,1,2,1
576031,1,1,24,2,3,1603,1,5,4,2,1,4,3,55,3,2,1,3,1,1,1
361486,0,1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,1,1
544814,1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,1
385582,1,1,9,4,3,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,1,1
759860,1,4,36,4,0,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,2,1
431369,1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,1
169746,1,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,1,2,1
54055,1,1,12,2,0,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,1,1
332738,0,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,1
499385,1,2,18,2,0,6260,1,4,3,3,1,3,1,28,3,1,1,2,1,1,1
321916,1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,1
455908,1,1,9,2,2,2136,1,3,3,3,1,2,1,25,3,2,1,3,1,1,1
682061,1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,1
322316,1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,1
509923,1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,2
324671,0,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1
127434,1,4,9,2,4,1236,1,2,1,2,1,4,1,23,3,1,1,3,1,2,1
175431,1,2,18,2,9,1941,4,3,4,3,1,2,2,35,3,2,1,2,1,2,1
642196,0,2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,1
353429,1,1,18,4,0,5302,1,5,2,3,1,4,4,36,3,3,3,4,1,2,1
731863,1,2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,1,2,1
443393,1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,1
332903,1,4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,1
632277,0,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,1
1919,1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,1
535671,1,1,12,4,1,1526,1,5,4,3,1,4,4,66,3,3,2,4,1,1,1
441203,1,2,21,4,2,2745,4,4,3,3,1,2,3,32,3,2,2,3,1,2,1
392565,1,1,9,4,0,2799,1,3,2,3,1,2,1,36,3,1,2,3,2,1,1
570964,1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1
352274,1,4,24,4,9,4139,2,3,3,3,1,3,2,27,3,2,2,2,1,2,1
404743,1,2,9,2,6,1199,1,4,4,2,1,4,2,67,3,2,2,4,1,2,1
776522,1,2,8,2,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,1,1
353695,1,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1
711747,0,4,18,4,6,1864,2,3,4,2,1,2,1,30,3,2,2,3,1,1,1
699616,1,2,21,2,2,3976,5,4,2,3,1,3,3,35,3,2,1,3,1,2,1
658577,1,1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,2,1
337726,1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,1
111117,1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,1
666578,0,2,9,2,2,959,1,3,1,2,1,2,3,29,1,2,1,3,1,1,1
793814,1,4,24,2,3,1533,1,2,4,2,1,3,3,38,2,2,1,3,1,2,1
77079,1,4,4,2,2,601,1,2,1,2,1,3,1,23,3,1,1,2,2,1,1
422683,1,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,1
121556,1,2,60,3,3,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,1,1
589413,1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,1
72190,1,4,48,1,9,3609,1,3,1,2,1,1,1,27,2,2,1,3,1,1,1
23478,0,2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,1,2,1
381958,0,2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,1,2,1
485060,1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,1
488417,0,4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,1
504121,1,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1
299570,1,4,24,4,2,3777,4,3,4,3,1,4,1,40,3,2,1,3,1,2,1
238749,1,1,10,2,3,2315,1,5,3,3,1,4,1,52,3,2,1,2,1,1,1
558667,1,4,24,2,1,6313,5,5,3,3,1,4,3,41,3,2,1,4,2,2,1
754518,1,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,1
228113,1,4,21,2,2,2241,1,5,4,3,1,2,1,50,3,2,2,3,1,1,1
785364,1,1,12,2,2,708,1,3,2,3,3,3,2,38,3,2,1,2,2,1,1
600050,1,4,36,2,9,5742,2,4,2,3,1,2,3,31,3,2,2,3,1,2,1
83686,0,1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,1,1,1
351495,0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,1
445718,1,1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,1,2
129211,1,4,24,2,3,2284,1,4,4,3,1,2,3,28,3,2,1,3,1,2,1
560911,1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,1,1
191004,1,4,15,4,3,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,1,1
544137,1,4,48,3,3,12749,3,4,4,3,1,1,3,37,3,2,1,4,1,2,1
506391,1,3,10,2,0,3949,1,2,1,3,3,1,2,37,3,2,1,2,2,1,1
320780,1,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,1,1
642857,1,2,48,3,10,7582,2,1,2,3,1,4,4,31,3,2,1,4,1,2,1
419458,1,1,9,4,5,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,2
740753,1,4,24,2,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,2,1,1
725299,1,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1
517935,1,2,12,4,0,958,1,4,2,3,1,3,1,47,3,2,2,2,2,1,1
266171,1,4,9,4,6,936,3,5,4,3,1,2,3,52,3,2,2,3,1,2,1
674147,1,1,24,1,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,2
123258,0,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,1,1,1
123769,1,1,15,2,0,1721,1,2,2,3,1,3,1,36,3,2,1,3,1,1,1
729118,1,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1
15706,1,4,6,0,3,426,1,5,4,4,1,4,3,39,3,2,1,2,1,1,1
367126,1,4,24,2,1,2603,4,3,2,2,1,4,3,28,3,1,1,3,1,2,1
113077,1,1,24,2,2,3149,1,2,4,3,1,1,4,22,1,3,1,3,1,1,1
146528,1,3,36,2,3,5848,1,3,4,3,1,1,3,24,3,2,1,3,1,1,1
231128,1,1,8,4,0,3398,1,4,1,3,1,4,1,39,3,2,2,2,1,1,2
333097,1,4,24,4,3,1516,4,3,4,2,1,1,1,43,3,2,2,2,1,1,1
757985,1,4,24,4,1,5804,4,3,4,3,1,2,1,27,3,2,2,3,1,1,1
154472,1,4,24,4,6,1597,1,5,4,3,1,4,4,54,3,3,2,3,2,1,1
664318,1,1,30,4,1,10623,1,5,3,3,1,4,4,38,3,3,3,4,2,2,1
284471,1,4,9,4,2,2406,1,1,2,3,1,3,3,31,3,2,1,4,1,1,1
478628,1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,1
434075,1,4,15,2,0,3186,4,4,2,2,1,3,3,20,3,1,1,3,1,1,1
446201,1,4,24,3,2,4151,2,3,2,3,1,3,2,35,3,2,2,3,1,1,1
551610,0,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,1
121219,1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,1
485996,0,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,1
195434,1,1,12,1,8,339,1,5,4,4,1,1,3,45,1,2,1,2,1,1,1
742931,1,3,30,4,3,3017,1,5,4,3,1,4,2,47,3,2,1,3,1,1,1
125714,1,3,12,2,3,3399,5,5,2,3,1,3,3,37,3,2,1,4,1,1,1
82499,1,4,18,4,0,1055,1,2,4,2,1,1,2,30,3,2,2,3,1,1,1
606502,0,4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,1,2,1
475277,1,4,24,1,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,1,2,1
2787,0,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,1
366227,1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,1
259384,0,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,1
108650,1,4,60,2,0,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,2,1
479860,0,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1
588421,1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,1
308683,1,4,24,3,0,2032,1,5,4,3,1,4,4,60,3,3,2,3,1,2,1
204665,1,2,12,2,9,841,2,4,2,2,1,4,1,23,3,1,1,2,1,1,1
390569,1,4,36,4,0,3535,1,4,4,3,1,4,3,37,3,2,2,3,1,2,1
716321,0,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,1,1,1
356552,1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,1
117852,1,1,8,4,0,713,1,5,4,3,1,4,1,47,3,2,2,2,1,1,1
625346,1,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,2
675778,1,4,9,2,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,2,1
736740,0,1,12,2,3,709,1,5,4,3,1,4,1,57,3,2,1,2,1,1,1
95882,1,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,1,1
417998,1,4,14,3,0,802,1,3,4,3,1,2,3,27,3,2,2,2,1,1,1
224779,1,1,36,2,0,3249,1,4,2,3,1,4,4,39,1,3,1,4,2,2,1
698026,1,4,18,4,3,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,1,1
735552,1,4,60,2,3,10144,2,4,2,2,1,4,1,21,3,2,1,3,1,2,1
652635,1,1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,1,2,1
132950,1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,1
219616,1,2,36,1,4,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,1,1
542101,0,2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,1
30269,1,1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,1
31873,1,4,36,2,0,3079,5,3,4,3,1,4,1,36,3,2,1,3,1,1,1
797738,1,3,18,2,2,3049,1,2,1,2,1,1,2,45,2,2,1,2,1,1,1
385695,0,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1
655329,0,1,12,1,0,697,1,2,4,3,1,2,3,46,1,2,2,3,1,2,1
411999,1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,1
528793,1,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,1
218593,1,4,24,4,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,1,1
184729,0,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,1
458753,1,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,1
236220,1,4,6,2,1,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,1,1
448327,1,3,6,3,3,683,1,2,2,2,1,1,2,29,1,2,1,3,1,1,1
227504,0,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,1
17424,1,2,12,2,2,3017,1,2,3,2,1,1,1,34,3,1,1,4,1,1,1
123272,0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,1
586770,1,2,10,1,3,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,1,1
644542,1,1,15,3,2,3643,1,5,1,2,1,4,2,27,3,2,2,2,1,1,1
203133,0,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,1
534885,0,1,18,2,3,1345,1,3,4,4,1,3,1,26,3,2,1,3,1,1,1
788781,1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,1
50567,1,1,15,2,3,1053,1,2,4,4,1,2,1,27,3,2,1,3,1,1,2
408358,1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,1
182737,1,1,9,2,3,1364,1,4,3,3,1,4,1,59,3,2,1,3,1,1,1
492620,0,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,1
645396,1,2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,1,1
744993,1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,1
498350,1,1,18,2,3,2389,1,2,4,2,1,1,3,27,2,2,1,3,1,1,1
444104,1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,1
321701,1,2,7,2,3,2576,1,3,2,3,3,2,1,35,3,2,1,3,1,1,2
386150,0,1,18,2,0,976,1,2,1,2,1,2,3,23,3,2,1,2,1,1,1
160589,1,1,48,2,6,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,2,1
116032,1,4,21,2,9,1572,4,5,4,2,1,4,1,36,1,2,1,2,1,1,1
696627,1,4,6,4,0,250,4,3,2,2,1,2,1,41,1,2,2,2,1,1,1
637436,1,2,6,2,3,484,1,4,3,4,3,3,1,28,1,2,1,2,1,1,1
184572,0,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,1,1
489419,1,2,12,0,8,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,1
38846,1,4,36,4,9,6304,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1
392516,1,1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,1,1,1
354222,1,3,24,2,2,1925,1,3,2,3,1,2,1,26,3,2,1,3,1,1,1
552610,1,4,10,2,0,1287,5,5,4,3,2,2,2,45,3,2,1,2,1,1,2
175721,0,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,1
272908,0,1,48,2,1,10297,1,4,4,3,1,4,4,39,3,3,3,3,2,2,1
707614,1,4,18,2,0,1820,1,3,2,4,1,2,2,30,3,2,1,4,1,2,1
45148,0,1,12,0,0,1082,1,3,4,3,1,4,3,48,1,2,2,3,1,1,1
292767,1,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1
389353,0,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1
12553,1,4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,1,1
683680,1,2,48,1,0,12169,5,1,4,3,2,4,4,36,3,3,1,4,1,2,1
378077,0,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,1
643465,0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1
313935,1,4,6,4,3,1382,1,3,1,2,1,1,3,28,3,2,2,3,1,2,1
225919,1,4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,1,1,2,1
125077,0,2,24,2,2,4057,1,4,3,1,1,3,3,43,3,2,1,3,1,2,1
197156,0,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1
541056,1,2,24,3,9,6967,2,4,4,3,1,4,3,36,3,1,1,4,1,2,1
634535,1,2,12,2,3,1092,1,3,4,2,3,4,1,49,3,2,2,3,1,2,1
700298,0,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,1
358475,0,1,36,2,1,8335,5,5,3,3,1,4,4,47,3,3,1,3,1,1,1
520656,1,1,15,2,9,806,1,3,4,2,1,4,2,22,3,2,1,2,1,1,1
717466,1,4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,1,1,1
39599,0,2,18,4,0,1056,1,5,3,3,3,3,1,30,3,2,2,3,1,1,1
367578,1,3,42,4,1,4796,1,5,4,3,1,4,4,56,3,3,1,3,1,1,1
494817,1,4,21,2,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,2,1
632538,0,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,1,1,1
491799,1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,1
506387,1,2,18,3,5,6204,1,3,2,3,1,4,1,44,3,2,1,2,2,2,1
11250,1,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,1
168120,1,4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,1
332780,1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,1,1,1,1
547083,1,4,21,4,1,3275,1,5,1,3,1,4,3,36,3,2,1,4,1,2,1
110686,1,2,12,4,0,3124,1,2,1,3,1,3,1,49,1,2,2,2,2,1,1
611911,1,2,12,2,0,1318,4,5,4,3,1,4,1,54,3,2,1,3,1,2,1
701033,1,1,6,4,2,1872,1,1,4,3,1,4,4,36,3,3,3,4,1,2,1
452174,1,1,36,2,1,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,1,1
447802,1,4,27,3,1,8613,4,3,2,3,1,2,3,27,3,2,2,3,1,1,1
697417,1,1,6,4,3,1957,1,4,1,2,1,4,3,31,3,2,1,3,1,1,1
623322,1,2,10,2,2,1521,1,3,4,1,1,2,3,31,3,2,1,2,1,1,1
47376,0,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,1
218460,1,2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,1
192619,0,2,48,2,9,15672,1,3,2,3,1,2,3,23,3,2,1,3,1,2,1
31728,0,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,2,1,1
678265,1,4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,2
340502,1,3,15,4,1,2360,3,3,2,3,1,2,3,36,3,2,1,3,1,2,1
463445,1,1,12,3,0,1344,1,3,4,3,1,2,1,43,3,2,2,2,2,1,1
701881,1,2,12,3,3,585,1,3,4,4,2,4,1,20,3,1,2,3,1,1,1
781532,0,1,24,2,2,2359,2,1,1,1,1,1,2,33,3,2,1,3,1,1,1
668442,1,4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,1,2,1
87944,1,4,24,2,2,5511,2,3,4,3,1,1,3,25,2,2,1,3,1,1,1
489489,1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1
643149,1,1,12,2,2,2578,1,1,3,2,1,4,4,55,3,3,1,4,1,1,1
286300,1,2,15,2,5,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,1,1
243821,1,4,24,4,3,2223,2,5,4,3,1,4,2,52,1,2,2,3,1,1,1
689994,1,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,1
334226,1,2,15,2,5,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,1,1
625426,1,4,12,4,2,1258,1,2,2,2,1,4,2,22,3,1,2,2,1,1,1
60655,0,3,12,1,9,609,1,2,4,2,1,1,1,26,1,2,1,1,1,1,1
131982,1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1
323013,0,4,18,3,9,2169,1,3,4,4,1,2,3,28,3,2,1,3,1,2,1
506348,1,4,36,2,3,2299,3,5,4,3,1,4,3,39,3,2,1,3,1,1,1
263009,1,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,1
358150,0,1,27,0,9,5293,1,1,2,3,1,4,2,50,3,2,2,3,1,2,1
8896,0,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1
628828,0,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1
135023,0,1,12,2,6,795,1,2,4,2,1,4,2,53,3,2,1,3,1,1,1
390227,1,4,12,2,9,1542,1,4,2,3,1,4,3,36,3,2,1,3,1,2,1
516022,0,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,1
580510,1,4,15,4,2,1520,5,5,4,3,1,4,2,63,3,2,1,3,1,1,1
705008,0,4,18,2,0,6761,5,3,2,3,1,4,3,68,2,1,2,3,1,1,1
738475,1,4,48,2,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,2,1
736882,0,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,1
192333,1,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,1
741020,1,1,12,2,3,2214,1,3,4,3,1,3,2,24,3,2,1,2,1,1,1
72679,0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,1
772271,1,2,20,0,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,2,1
375328,0,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,1
95389,1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,1,1,1
155327,0,1,15,2,0,3959,1,3,3,2,1,2,2,29,3,2,1,3,1,2,1
350984,1,2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,1
27018,1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,1
332574,0,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1
424352,1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,2,1
678799,1,4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,1,2,1
627773,1,2,11,2,2,1577,4,2,4,2,1,1,1,20,3,2,1,3,1,1,1
275630,0,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1
572548,0,2,15,1,0,6850,2,1,1,3,1,2,2,34,2,2,1,4,2,2,1
597498,0,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,1
5456,0,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,1
446710,0,4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,1,1,1
339046,1,2,12,4,0,2366,3,4,3,1,1,3,3,36,3,2,1,4,1,2,1
424172,1,4,36,2,3,2394,5,3,4,2,1,4,3,25,3,2,1,3,1,1,1
220535,1,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,1
511946,1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,1
284608,0,2,36,3,0,8086,2,5,2,3,1,4,3,42,2,2,4,4,1,2,1
588279,0,2,12,2,3,1331,1,2,2,3,1,1,3,22,3,2,1,3,1,1,1
717493,1,3,24,2,2,2892,1,5,3,1,1,4,4,51,3,3,1,3,1,1,1
108918,1,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,1
367332,1,4,18,4,3,629,3,5,4,3,1,3,2,32,1,2,2,4,1,2,1
